CustomerID,Age,Gender,Tenure,Monthly Charges,Total Charges,Contract Type,Has Internet Service,Has Online Security Service,Has Device Protection Plan,Number of Complaints Last Year,Churn,Region
7320,47,Other,62,57.59,3717.3,One year,DSL,No,Yes,3,0,South
7321,69,Female,27,120.41,1914.72,Month-to-month,Fiber optic,No,No,2,1,North
7322,35,Other,7,117.57,5405.64,Two year,No,Yes,Yes,5,1,North
7323,41,Male,27,114.61,5331.92,Two year,Fiber optic,No,No,2,0,West
7324,69,Other,10,117.59,3627.61,Two year,No,Yes,Yes,0,0,North
7325,26,Other,57,60.05,3868.76,Two year,No,No,Yes,7,0,West
7326,48,Other,30,73.03,1651.32,One year,DSL,Yes,Yes,2,0,West
7327,32,Female,3,61.48,1297.06,Two year,DSL,No,Yes,4,0,North
7328,21,Female,29,38.68,4882.07,Two year,No,Yes,Yes,1,0,West
7329,57,Other,14,123.32,1064.21,Two year,Fiber optic,No,No,1,1,North
7330,26,Other,25,92.2,1051.12,Two year,DSL,No,Yes,9,1,West
7331,62,Male,10,43.38,1672.89,Month-to-month,DSL,Yes,No,3,1,East
7332,26,Other,49,50.8,953.06,One year,Fiber optic,Yes,Yes,6,0,South
7333,43,Male,38,75.52,1335.56,Month-to-month,No,No,Yes,3,1,West
7334,21,Female,71,35.23,4278.89,One year,Fiber optic,No,Yes,1,0,South
7335,34,Other,14,57.46,4804.02,Two year,DSL,Yes,No,2,0,North
7336,33,Male,30,101.04,4638.44,Two year,No,Yes,Yes,4,0,East
7337,32,Female,40,122.95,2453.36,Month-to-month,No,Yes,No,0,1,North
7338,52,Male,12,123.79,3380.59,One year,No,No,Yes,5,0,West
7339,69,Female,14,82.51,3622.07,Two year,DSL,No,Yes,4,1,South
7340,22,Other,1,61.52,84.59,One year,DSL,Yes,Yes,5,1,West
7341,22,Male,68,122.99,1987.74,One year,Fiber optic,Yes,Yes,5,0,West
7342,37,Other,49,109.44,1850.78,One year,No,Yes,Yes,7,0,South
7343,32,Male,18,89.29,319.57,One year,DSL,Yes,No,8,1,North
7344,35,Female,36,114.28,6491.37,Month-to-month,DSL,No,No,5,1,West
7345,64,Male,64,76.33,4201.73,Two year,No,No,Yes,8,1,North
7346,19,Male,28,41.32,1663.51,Two year,Fiber optic,Yes,Yes,4,0,South
7347,46,Other,32,124.75,2330.84,Two year,Fiber optic,Yes,No,1,0,East
7348,30,Other,25,83.92,1972.13,One year,No,No,Yes,2,0,North
7349,21,Other,47,100.21,826.39,One year,Fiber optic,Yes,Yes,4,0,South
7350,59,Female,20,69.61,3929.92,One year,No,Yes,Yes,5,1,North
7351,62,Other,33,43.7,2435.84,One year,DSL,No,Yes,8,0,East
7352,27,Male,30,57.45,6306.3,Month-to-month,DSL,No,No,5,0,East
7353,48,Female,37,34.4,2584.51,One year,DSL,No,No,0,1,North
7354,58,Other,53,38.84,338.78,One year,Fiber optic,No,No,1,0,South
7355,25,Male,69,50.69,700.48,One year,Fiber optic,Yes,No,5,1,East
7356,20,Male,8,86.65,5272.77,One year,Fiber optic,No,Yes,6,0,North
7357,65,Female,1,130.27,90.97,Month-to-month,Fiber optic,No,No,8,1,North
7358,63,Male,7,115.21,1991.18,One year,No,No,Yes,2,0,South
7359,26,Other,62,38.66,1395.8,Two year,Fiber optic,Yes,No,7,1,North
7360,47,Male,58,115.07,7385.27,One year,Fiber optic,Yes,Yes,5,1,West
7361,28,Other,8,84.16,3002.94,Month-to-month,Fiber optic,No,Yes,0,0,North
7362,52,Other,64,96.68,3833.25,One year,Fiber optic,Yes,No,0,0,South
7363,54,Female,8,43.1,2623.79,Two year,Fiber optic,No,Yes,9,0,East
7364,59,Male,3,69.93,3545.53,One year,No,No,Yes,0,1,South
7365,30,Female,58,119.29,998.06,Month-to-month,DSL,Yes,Yes,3,0,West
7366,53,Female,32,72.95,8612.55,One year,Fiber optic,Yes,No,2,0,East
7367,30,Female,68,42.83,7270.64,Month-to-month,DSL,No,No,4,0,West
7368,29,Other,49,61.41,1957.27,One year,Fiber optic,Yes,No,5,0,East
7369,54,Other,38,52.36,6329.57,One year,Fiber optic,No,Yes,3,0,West
7370,27,Other,2,99.37,1863.78,One year,No,No,No,0,0,East
7371,26,Other,9,122,3784.52,Month-to-month,DSL,No,No,3,0,North
7372,69,Male,46,104.07,3013.21,Two year,No,Yes,No,6,1,South
7373,24,Male,65,115.2,4497.09,One year,DSL,No,Yes,5,0,West
7374,19,Other,49,111.38,62.18,Month-to-month,No,Yes,Yes,0,0,East
7375,40,Other,29,31.47,1178.93,One year,No,No,No,2,0,East
7376,56,Male,29,42.55,1195.35,One year,DSL,Yes,Yes,9,0,East
7377,57,Female,33,72.75,6614.82,Month-to-month,No,No,Yes,7,0,South
7378,56,Female,28,41.31,2647.42,One year,No,No,Yes,9,0,East
7379,38,Other,26,104.22,5349.9,Month-to-month,Fiber optic,No,Yes,1,0,South
7380,40,Female,29,37.08,3933.59,Month-to-month,DSL,No,Yes,0,1,South
7381,46,Other,11,72.03,1862.46,One year,No,Yes,No,9,0,East
7382,31,Other,34,69.61,6512.2,One year,DSL,Yes,No,0,0,North
7383,43,Other,48,84.88,3533.68,Month-to-month,No,Yes,Yes,6,1,East
7384,68,Male,27,93.56,3249.52,Month-to-month,No,Yes,No,6,1,North
7385,22,Female,40,125.63,662.07,Two year,Fiber optic,No,Yes,9,1,West
7386,48,Male,31,57.38,3599.64,Month-to-month,Fiber optic,Yes,No,0,0,West
7387,42,Female,65,97.25,2558.27,One year,Fiber optic,No,No,4,0,East
7388,48,Male,39,33.53,6071.32,Month-to-month,Fiber optic,Yes,Yes,7,0,South
7389,67,Male,24,30.09,1617.03,One year,No,No,Yes,8,1,West
7390,37,Other,68,32.55,3600.83,Two year,DSL,No,No,7,0,South
7391,61,Other,23,75.33,1266.22,Month-to-month,Fiber optic,No,Yes,9,0,East
7392,34,Male,61,86.05,872.93,One year,No,No,No,7,0,East
7393,62,Female,27,30.62,1471.02,One year,Fiber optic,Yes,Yes,4,0,West
7394,19,Female,16,70.03,2480.56,One year,No,No,Yes,2,1,South
7395,42,Other,45,34.12,8124.46,One year,DSL,Yes,Yes,1,0,West
7396,30,Other,27,95.97,2074.96,Two year,No,No,No,4,0,East
7397,56,Female,5,93.74,4665.29,One year,Fiber optic,No,Yes,6,0,East
7398,45,Female,59,109.19,955.53,Month-to-month,DSL,Yes,Yes,0,0,East
7399,59,Female,35,85.16,6996.38,Two year,No,Yes,Yes,1,0,North
7400,23,Other,70,92.91,810.69,One year,No,No,No,2,1,East
7401,20,Female,46,58.21,359.68,Two year,No,Yes,Yes,5,1,West
7402,52,Other,56,38.62,625.93,Month-to-month,DSL,No,Yes,4,0,South
7403,35,Male,24,104.46,984.72,Two year,No,No,No,2,0,East
7404,28,Male,10,91.79,572.26,Two year,No,No,Yes,0,0,West
7405,37,Male,38,124.76,647.84,One year,DSL,No,Yes,0,0,East
7406,22,Female,70,129.9,387.8,One year,No,No,No,8,0,South
7407,36,Other,48,115.57,2936.78,One year,Fiber optic,Yes,No,7,1,East
7408,39,Female,9,129.54,2365.72,One year,DSL,No,Yes,4,1,West
7409,36,Other,50,95.38,4740.42,Month-to-month,No,Yes,No,8,0,South
7410,64,Female,69,39.28,1830.73,Month-to-month,No,No,No,5,0,East
7411,33,Male,48,39.06,1269.49,Two year,DSL,Yes,Yes,1,0,West
7412,41,Other,39,111.51,2816.23,Month-to-month,No,Yes,Yes,3,0,North
7413,58,Female,5,53.91,234.11,One year,No,Yes,No,0,0,South
7414,21,Other,11,36.15,320.34,Month-to-month,DSL,No,Yes,5,0,East
7415,32,Other,60,77.69,549.36,Two year,DSL,Yes,No,0,0,North
7416,42,Female,27,61.77,340.37,Month-to-month,DSL,No,No,7,1,South
7417,61,Female,7,89.39,1039.08,Two year,No,Yes,Yes,1,1,South
7418,52,Other,60,90.61,3790.23,Two year,No,Yes,No,1,0,East
7419,31,Other,50,98.82,4222.29,One year,Fiber optic,No,Yes,0,1,North
7420,66,Male,67,88.21,1948.96,Two year,No,No,Yes,6,0,North
7421,36,Other,69,68.46,2774.61,Two year,No,Yes,Yes,9,0,North
7422,55,Male,55,32.38,5390.37,One year,DSL,Yes,Yes,8,0,North
7423,53,Male,16,121.4,145.31,Two year,DSL,No,No,7,0,West
7424,24,Male,12,63.01,5852.46,Month-to-month,No,Yes,No,1,1,North
7425,47,Other,27,81.21,7929.76,Month-to-month,No,Yes,No,5,0,North
7426,36,Male,33,86.24,6995.12,Month-to-month,DSL,Yes,Yes,3,0,North
7427,66,Other,55,61.79,4388.46,Two year,DSL,Yes,Yes,3,0,East
7428,42,Other,52,61.15,7725.22,Two year,Fiber optic,Yes,No,9,1,South
7429,33,Female,37,56.34,1441.2,One year,DSL,No,Yes,3,1,South
7430,64,Other,15,54.57,569.32,Two year,Fiber optic,Yes,Yes,0,0,South
7431,57,Other,65,33.06,4636.83,Two year,No,No,Yes,8,0,West
7432,68,Male,68,126.74,2215.22,Month-to-month,Fiber optic,No,No,1,1,East
7433,25,Other,3,90.11,362.28,Month-to-month,Fiber optic,Yes,Yes,0,0,North
7434,35,Other,5,40.9,3295.98,Two year,DSL,No,No,9,0,North
7435,45,Female,9,89.78,746.04,One year,DSL,Yes,No,5,1,West
7436,33,Female,1,53.45,2287.19,Month-to-month,DSL,No,Yes,5,1,North
7437,69,Male,30,61.37,2882.09,Two year,DSL,No,No,1,0,South
7438,36,Male,71,110.91,1776.19,One year,DSL,No,No,1,0,South
7439,59,Female,20,119.46,4928.85,One year,No,No,No,5,1,East
7440,34,Female,27,100.67,285.39,Two year,No,Yes,Yes,2,1,North
7441,62,Other,63,124.18,5722.1,Month-to-month,No,No,No,3,0,North
7442,30,Male,31,121.4,2368.75,One year,DSL,No,No,9,0,North
7443,24,Male,19,85.66,2363.21,One year,Fiber optic,No,No,6,0,South
7444,44,Other,62,121.68,5461.97,One year,Fiber optic,No,Yes,4,0,West
7445,27,Other,7,85.03,2455.59,Month-to-month,Fiber optic,Yes,Yes,0,0,West
7446,51,Male,37,40.52,327.13,Two year,Fiber optic,Yes,No,6,0,South
7447,53,Female,71,113.76,5140.4,One year,DSL,No,Yes,4,0,North
7448,42,Female,8,43.24,495.16,Month-to-month,Fiber optic,No,Yes,1,0,South
7449,23,Other,57,61.9,3221.04,Month-to-month,Fiber optic,No,Yes,5,0,North
7450,41,Male,28,68.35,2877.94,One year,DSL,Yes,No,3,0,East
7451,35,Other,17,111.53,4223.64,Month-to-month,Fiber optic,Yes,Yes,3,0,South
7452,40,Female,11,38.43,1722.89,One year,No,Yes,Yes,4,1,North
7453,23,Female,15,74.93,1533.87,Month-to-month,Fiber optic,Yes,No,0,0,South
7454,46,Other,30,74.1,6168.44,Two year,No,Yes,Yes,9,1,North
7455,42,Female,6,88.79,907.5,Month-to-month,No,No,Yes,9,0,West
7456,34,Male,12,65.73,2995.37,Two year,DSL,No,Yes,7,0,East
7457,63,Other,61,88.28,1912.91,Two year,No,No,No,4,1,East
7458,41,Other,36,129.57,2696.76,One year,Fiber optic,Yes,Yes,5,0,West
7459,28,Other,35,37.22,4134.06,Month-to-month,DSL,Yes,Yes,0,1,North
7460,43,Female,67,118.33,811.81,Two year,No,No,Yes,0,0,North
7461,68,Male,63,61.16,3775.19,One year,No,No,Yes,7,1,East
7462,51,Other,40,77.03,3116.36,Month-to-month,No,Yes,No,9,0,West
7463,45,Other,31,104.84,2079.66,Two year,No,No,Yes,8,0,North
7464,20,Female,37,121.9,263.51,Month-to-month,Fiber optic,No,No,4,0,West
7465,28,Male,5,30.91,7423.28,Month-to-month,Fiber optic,Yes,Yes,8,1,South
7466,55,Other,4,96.87,4586.61,One year,DSL,No,No,3,0,East
7467,31,Female,26,37.01,5679.14,One year,DSL,Yes,Yes,3,0,West
7468,68,Other,24,83.08,2382.76,One year,No,Yes,No,4,1,West
7469,43,Female,39,105.72,1663.96,Month-to-month,Fiber optic,Yes,Yes,1,0,North
7470,65,Male,56,47.11,3367.4,Two year,Fiber optic,No,Yes,4,0,East
7471,38,Female,54,107.13,412.38,Month-to-month,No,Yes,No,0,0,South
7472,56,Other,38,61.25,4246.63,Month-to-month,DSL,No,No,8,1,South
7473,47,Other,54,91.66,1847.39,One year,No,Yes,Yes,9,0,East
7474,25,Female,19,96.45,2227.34,Month-to-month,DSL,Yes,Yes,6,0,East
7475,68,Male,26,95.54,5474.07,Two year,Fiber optic,No,No,8,0,East
7476,37,Male,52,31.86,1179.62,One year,No,Yes,No,1,1,East
7477,65,Other,61,45.37,593.97,Month-to-month,DSL,No,No,5,1,West
7478,49,Other,67,116.47,358.34,Two year,DSL,No,Yes,7,1,East
7479,39,Female,22,124.91,7418.05,Month-to-month,DSL,Yes,Yes,1,1,West
7480,24,Female,17,86.92,1522.43,One year,No,No,No,4,0,East
7481,26,Female,11,90.28,5578.23,Month-to-month,No,No,Yes,1,0,East
7482,62,Male,39,106.25,6866.17,Two year,Fiber optic,No,No,4,0,South
7483,18,Male,61,71.01,5653.23,Month-to-month,DSL,Yes,Yes,6,0,North
7484,46,Other,49,63.12,1074.61,Two year,No,No,No,0,0,East
7485,25,Other,61,107.58,2287.26,Month-to-month,No,Yes,No,0,0,South
7486,21,Other,12,32.85,5847.61,Two year,Fiber optic,Yes,Yes,0,0,South
7487,52,Female,13,119.41,2636.31,Month-to-month,DSL,Yes,No,4,1,East
7488,20,Male,58,74.52,2797.77,Month-to-month,No,Yes,No,4,1,South
7489,62,Other,11,80.92,2207.77,Month-to-month,No,Yes,No,9,0,South
7490,57,Other,64,94.05,5699.56,Two year,No,Yes,Yes,0,1,North
7491,24,Other,31,57.7,4891.13,Month-to-month,No,No,Yes,8,0,West
7492,44,Other,11,90.33,4932.53,Month-to-month,Fiber optic,Yes,No,9,0,West
7493,18,Other,43,99.99,777.7,One year,Fiber optic,Yes,Yes,7,0,North
7494,44,Other,36,41.9,2574.75,Month-to-month,DSL,Yes,Yes,5,0,East
7495,33,Male,2,82.56,1210.08,Month-to-month,Fiber optic,Yes,No,1,0,North
7496,55,Other,61,63.26,2142.26,Two year,DSL,Yes,No,5,0,North
7497,24,Male,36,86.28,1533.2,One year,DSL,Yes,Yes,7,1,North
7498,61,Female,49,32.14,369.11,One year,No,Yes,Yes,4,0,South
7499,40,Male,27,105,2053.16,One year,No,Yes,No,2,1,East
7500,58,Female,12,47,1879.67,One year,No,No,No,8,0,South
7501,28,Male,58,99.62,2403.78,Two year,DSL,No,Yes,8,0,South
7502,59,Male,6,107.64,3077.35,Month-to-month,No,Yes,Yes,0,0,West
7503,50,Other,44,106,4195.65,Month-to-month,No,No,Yes,6,0,East
7504,67,Male,47,112.56,5562.38,Two year,Fiber optic,Yes,Yes,4,1,East
7505,53,Male,23,61.07,483.84,Two year,Fiber optic,No,Yes,0,1,South
7506,54,Other,26,127.67,7114.06,Two year,Fiber optic,No,No,8,1,East
7507,58,Female,7,32.4,1528.28,Month-to-month,Fiber optic,Yes,No,6,0,East
7508,34,Other,32,78.59,6066.69,Month-to-month,DSL,No,Yes,4,0,South
7509,52,Other,33,57.29,1942.9,Two year,No,Yes,No,3,0,North
7510,65,Other,20,104.72,1908.9,One year,Fiber optic,Yes,No,0,0,East
7511,22,Female,69,111.32,3796.12,Two year,DSL,No,Yes,4,0,West
7512,65,Male,52,113.05,3423.81,Two year,DSL,No,Yes,7,0,East
7513,49,Male,42,59.98,6207.76,One year,No,Yes,No,8,0,South
7514,20,Other,1,57.68,1914.12,One year,DSL,No,No,7,0,East
7515,69,Other,63,98.36,6744.17,One year,DSL,Yes,No,1,0,East
7516,64,Male,7,123.74,2721.12,One year,DSL,Yes,Yes,5,0,South
7517,52,Male,58,55.66,1272.91,Two year,Fiber optic,Yes,No,6,1,North
7518,69,Male,50,121.96,3889.69,Two year,Fiber optic,Yes,No,7,0,South
7519,31,Female,34,89.73,2420.87,Month-to-month,Fiber optic,Yes,Yes,6,0,South
7520,65,Female,51,104.52,3669.77,Month-to-month,No,No,No,9,0,East
7521,48,Other,10,74.42,2287.55,Two year,No,No,No,0,0,West
7522,48,Female,26,111.48,525.74,Month-to-month,No,Yes,No,4,1,East
7523,34,Other,32,128.01,3443.51,Month-to-month,Fiber optic,No,No,4,0,East
7524,41,Male,42,47.22,3282.1,Month-to-month,DSL,No,Yes,2,0,South
7525,69,Male,62,68.93,326.79,One year,DSL,No,Yes,5,0,West
7526,40,Other,12,117.1,4226.53,One year,No,Yes,Yes,5,0,South
7527,35,Male,40,47.83,381.7,One year,No,Yes,Yes,7,0,North
7528,67,Other,34,71.7,210.83,Two year,Fiber optic,Yes,No,4,0,South
7529,31,Other,70,46.77,1828.02,One year,No,No,No,0,1,North
7530,67,Other,27,95.48,2462.58,Month-to-month,Fiber optic,No,Yes,2,0,North
7531,32,Female,8,54.06,5889.97,Two year,No,No,Yes,8,0,East
7532,32,Other,47,68.45,7299.73,Two year,DSL,Yes,No,6,1,South
7533,23,Other,26,79.59,2969.37,Month-to-month,DSL,No,Yes,4,1,South
7534,44,Other,57,60,4513.41,Month-to-month,Fiber optic,No,No,0,0,West
7535,32,Female,7,98.66,3921.81,One year,DSL,Yes,No,3,0,South
7536,67,Male,26,41.23,1112.02,Month-to-month,DSL,No,No,7,0,North
7537,53,Female,59,118.85,287.97,One year,DSL,No,Yes,0,0,North
7538,25,Other,69,78.61,910.7,Two year,Fiber optic,Yes,Yes,7,0,West
7539,32,Female,47,87.84,1560.03,One year,No,Yes,Yes,5,0,West
7540,20,Male,35,92.83,3994.2,Two year,No,Yes,Yes,9,0,North
7541,64,Male,30,36.02,2757.58,Two year,Fiber optic,Yes,No,1,0,North
7542,30,Other,50,106.45,119.46,One year,No,Yes,Yes,6,1,South
7543,58,Male,24,125.53,135.77,Two year,DSL,No,Yes,1,1,North
7544,51,Female,30,82.5,309.75,Month-to-month,DSL,No,Yes,0,0,East
7545,41,Female,54,69.47,727.22,Two year,DSL,Yes,Yes,6,0,South
7546,57,Male,67,109.25,1235.4,One year,Fiber optic,Yes,No,7,1,South
7547,49,Other,32,102.75,2103.66,Two year,Fiber optic,No,Yes,6,1,North
7548,49,Other,8,95.74,2760.25,One year,DSL,No,Yes,8,0,North
7549,47,Female,50,127.49,5632.09,One year,Fiber optic,Yes,Yes,6,0,South
7550,69,Male,47,88.75,516.19,One year,Fiber optic,No,No,6,1,East
7551,66,Female,46,55.08,3091.18,Two year,Fiber optic,No,No,3,0,South
7552,30,Female,35,32.49,2401.54,Month-to-month,DSL,No,No,1,1,East
7553,18,Female,61,75.79,1137.06,Two year,Fiber optic,Yes,Yes,8,1,West
7554,51,Other,51,95.87,4502.85,One year,Fiber optic,Yes,Yes,3,0,North
7555,32,Male,63,47.38,4853.05,One year,DSL,No,No,8,0,East
7556,61,Male,8,32.59,6552.74,Two year,No,No,Yes,1,0,South
7557,31,Other,34,121.81,2489.21,One year,DSL,Yes,Yes,3,1,East
7558,46,Female,25,60.49,759.79,One year,DSL,Yes,No,4,1,West
7559,51,Female,44,77.06,2869,One year,Fiber optic,No,Yes,5,0,West
7560,35,Other,43,39.19,967.69,Two year,No,No,Yes,6,0,North
7561,24,Male,50,68.53,3451.34,Two year,Fiber optic,Yes,Yes,5,1,West
7562,46,Other,13,72.79,1653.49,Month-to-month,Fiber optic,No,No,3,1,North
7563,48,Male,46,121.17,6110.98,Month-to-month,No,Yes,No,5,0,North
7564,42,Male,53,117.4,3618.89,Two year,No,No,No,2,0,East
7565,55,Male,63,49.08,2162.97,One year,DSL,No,No,0,0,North
7566,31,Female,2,86.15,4494.94,One year,DSL,No,No,7,0,West
7567,25,Female,40,103.85,3882.94,One year,DSL,Yes,No,3,0,South
7568,44,Other,23,59.47,1750.07,Two year,Fiber optic,No,No,8,1,East
7569,19,Other,59,69.83,3065.18,Two year,Fiber optic,Yes,Yes,0,0,East
7570,34,Female,69,129.46,2551.52,Two year,No,Yes,Yes,0,0,East
7571,54,Other,34,106.72,1700.49,One year,No,No,Yes,6,0,South
7572,31,Female,27,74.15,2521.8,One year,DSL,Yes,Yes,2,1,North
7573,42,Female,55,83.93,178.55,One year,Fiber optic,Yes,No,9,0,East
7574,47,Male,4,93.19,4519.5,Two year,No,No,Yes,5,0,West
7575,46,Male,68,80.37,1877.34,One year,DSL,No,No,3,0,East
7576,37,Female,70,71.56,1306.5,Two year,Fiber optic,Yes,No,2,0,South
7577,38,Male,27,66.28,1262.39,Two year,DSL,Yes,No,7,1,North
7578,39,Female,47,47.06,1488.68,One year,No,No,Yes,5,0,East
7579,52,Male,40,128.33,109.59,Month-to-month,Fiber optic,Yes,Yes,0,1,South
7580,54,Other,27,39.22,2675.88,Two year,DSL,No,No,5,0,South
7581,33,Other,7,90.69,1495.76,Two year,DSL,No,No,1,0,South
7582,67,Female,23,126.91,1027.73,One year,DSL,No,No,8,0,East
7583,66,Female,64,67.86,119.11,Month-to-month,Fiber optic,Yes,No,0,1,East
7584,60,Male,29,55.48,650.99,Month-to-month,DSL,No,No,6,0,West
7585,34,Male,61,126.5,1496.45,One year,No,Yes,Yes,2,0,West
7586,33,Female,44,110.97,3345.36,Month-to-month,Fiber optic,No,Yes,4,0,South
7587,19,Other,69,96.15,2539.91,One year,No,No,Yes,2,0,North
7588,21,Other,27,91.8,5040.21,One year,DSL,No,Yes,1,0,East
7589,38,Female,12,66.36,252.83,Month-to-month,Fiber optic,No,No,3,0,South
7590,56,Other,17,94.76,757.92,Two year,Fiber optic,Yes,No,7,0,West
7591,51,Female,37,103.22,5401.72,Month-to-month,No,No,No,6,0,East
7592,47,Male,34,33.19,2773.33,Two year,DSL,No,Yes,7,1,West
7593,23,Other,36,41.88,2219.98,Two year,Fiber optic,Yes,Yes,1,0,South
7594,34,Other,6,61.82,2309.92,Two year,DSL,No,Yes,8,0,South
7595,56,Male,32,62.63,1453.82,Month-to-month,DSL,No,Yes,3,0,West
7596,42,Male,22,120.94,3209.37,Two year,Fiber optic,Yes,Yes,3,0,East
7597,22,Other,10,99.13,7446.65,One year,DSL,No,Yes,7,0,East
7598,22,Other,29,67.71,1603.84,One year,Fiber optic,No,No,8,1,North
7599,37,Female,11,111.72,3981.78,Two year,No,Yes,No,1,1,South
7600,33,Female,66,62.63,5990.81,Month-to-month,No,Yes,No,3,0,South
7601,68,Other,56,130.06,1732.46,Two year,Fiber optic,Yes,Yes,0,1,North
7602,58,Female,58,108.93,5924.66,One year,Fiber optic,Yes,No,9,0,West
7603,54,Male,52,111.64,257.86,One year,DSL,Yes,Yes,9,1,East
7604,57,Female,61,56.35,2349.21,Two year,Fiber optic,No,Yes,4,1,West
7605,26,Female,17,44.64,1634.31,Month-to-month,No,Yes,No,3,0,North
7606,22,Other,30,69.33,1017.86,One year,DSL,Yes,No,0,0,West
7607,59,Female,37,63.75,5018.82,Month-to-month,No,Yes,No,8,0,South
7608,19,Other,5,107.74,4702.49,One year,No,Yes,Yes,7,0,West
7609,26,Other,26,47.59,560.27,One year,No,No,No,0,0,North
7610,60,Other,70,83.26,3986.79,Two year,DSL,Yes,No,2,0,South
7611,53,Male,1,93.44,1951.12,One year,No,No,No,4,0,West
7612,39,Female,9,68.89,7443.56,Two year,No,No,Yes,6,0,East
7613,39,Female,71,50.25,825.12,One year,No,No,No,4,0,South
7614,39,Female,64,120.45,1384.5,One year,Fiber optic,No,No,7,1,North
7615,51,Other,24,44.01,1959.09,Month-to-month,No,Yes,No,1,0,South
7616,46,Male,5,60.67,790.18,Two year,DSL,No,No,6,1,East
7617,55,Other,51,106.4,470.8,Month-to-month,Fiber optic,Yes,No,4,1,East
7618,63,Female,38,91.13,415.24,Two year,No,Yes,No,8,1,East
7619,50,Other,29,103.79,7507.08,Month-to-month,Fiber optic,Yes,Yes,7,0,North
7620,35,Other,46,111.68,4794.05,One year,DSL,No,No,7,0,South
7621,24,Female,52,120.42,4577.93,Two year,Fiber optic,Yes,No,0,0,North
7622,18,Other,46,60.75,1557.55,Two year,DSL,No,Yes,0,0,East
7623,50,Other,68,77.89,111.91,Two year,No,Yes,No,3,1,North
7624,18,Male,59,99.51,223.08,One year,Fiber optic,Yes,Yes,2,0,West
7625,41,Other,10,110.26,3156.37,One year,Fiber optic,No,Yes,3,0,North
7626,21,Male,4,88.35,4388.54,Two year,DSL,Yes,Yes,5,0,East
7627,21,Female,52,81.88,3577.81,Month-to-month,No,Yes,Yes,1,0,North
7628,35,Male,18,99.86,1915.84,Month-to-month,DSL,Yes,Yes,3,0,South
7629,44,Other,51,68.57,98.36,One year,Fiber optic,No,Yes,3,0,East
7630,60,Female,23,120.25,1854.89,One year,DSL,No,Yes,6,0,North
7631,49,Other,25,51.42,6428.21,Month-to-month,DSL,No,Yes,1,1,North
7632,50,Other,60,119.27,931.15,Month-to-month,No,No,No,6,1,South
7633,45,Male,37,95,1697.17,One year,Fiber optic,Yes,Yes,9,1,East
7634,59,Other,68,90.66,5650.69,Month-to-month,DSL,Yes,No,7,1,West
7635,58,Male,18,77.46,2143.65,Month-to-month,No,Yes,Yes,1,0,West
7636,53,Female,29,45.62,2904.72,Month-to-month,Fiber optic,No,Yes,7,0,South
7637,23,Female,30,117.35,2630.21,One year,No,Yes,No,9,0,South
7638,33,Other,7,35.3,2190.96,Month-to-month,No,Yes,Yes,4,0,South
7639,51,Male,41,57.26,3392.03,Two year,No,No,No,3,0,West
7640,40,Other,37,41.07,2247.89,One year,Fiber optic,Yes,Yes,4,0,West
7641,67,Other,27,40.78,4394.98,Two year,Fiber optic,No,No,9,0,North
7642,59,Other,21,69.42,820.31,Two year,No,Yes,No,1,0,South
7643,41,Other,43,46.19,754.55,Month-to-month,Fiber optic,No,Yes,5,1,East
7644,66,Male,51,88.71,863.81,Two year,No,Yes,Yes,4,1,East
7645,30,Other,71,93.33,5067.77,One year,No,Yes,Yes,4,1,North
7646,35,Female,13,119.08,857.47,One year,DSL,No,No,7,0,North
7647,30,Male,53,60.26,4438.85,One year,Fiber optic,No,Yes,4,1,West
7648,66,Other,63,61.22,2412.27,One year,No,No,No,4,1,West
7649,54,Male,57,54.87,1992.46,Month-to-month,No,No,No,8,0,East
7650,60,Other,25,108.95,1769.89,One year,DSL,Yes,Yes,6,1,West
7651,56,Female,13,73.22,4439.8,Two year,DSL,Yes,No,8,0,West
7652,59,Female,37,85.78,2320.86,Month-to-month,No,No,No,7,0,North
7653,34,Female,30,67.83,1499.53,One year,No,No,No,4,0,South
7654,32,Male,12,45.83,2117.54,Two year,DSL,No,No,8,1,East
7655,35,Female,65,40.35,1880.62,Two year,DSL,Yes,Yes,5,0,North
7656,40,Other,18,117.69,4678.69,One year,Fiber optic,Yes,No,8,0,North
7657,68,Other,62,56.8,1391.16,One year,DSL,No,Yes,3,1,North
7658,47,Other,24,125.09,4225.93,Two year,Fiber optic,Yes,Yes,6,0,East
7659,51,Male,60,125.67,2435.21,Two year,DSL,No,No,8,0,South
7660,21,Male,17,78.36,2089.67,One year,No,No,Yes,1,1,South
7661,20,Female,60,126.81,2446.91,Two year,Fiber optic,Yes,No,0,1,North
7662,24,Male,9,32.87,874.87,One year,Fiber optic,Yes,Yes,5,0,West
7663,35,Other,52,39.25,3447.06,Month-to-month,No,Yes,Yes,3,0,West
7664,59,Other,15,54.56,2645.55,Month-to-month,No,No,Yes,0,0,North
7665,24,Other,28,51.12,1447.89,One year,DSL,No,Yes,9,0,South
7666,57,Male,9,55.51,5390.02,One year,Fiber optic,Yes,No,6,1,North
7667,23,Other,56,75.67,2929.98,One year,No,Yes,Yes,1,0,East
7668,39,Female,36,36.35,2589.37,Two year,Fiber optic,Yes,No,3,0,South
7669,18,Male,56,86.08,2460,Two year,Fiber optic,Yes,Yes,5,0,West
7670,21,Other,71,61.24,1424.72,Month-to-month,DSL,No,No,5,0,South
